City,State,Shape,Duration.in.seconds,Description,Date,Longitude,Latitute,Duration
Michigan City,IN,Changing,900,Black Object That Seemed To Impode Into A Sphere And Vanish Only To Reappear In The Same Shape And Move Location,12/12/2009,41.7075,-86.895,900
Cupertino,CA,Light,180,Bright Red Light Object Made Random Moves Horizontally And Floated For A While And Then Went Up Vertically.,12/12/2009,37.3230556,-122.0311111,180
Orchard Park,NY,Light,7200,Xmas Colored Rotating Lights.  ((Nuforc Note:  Twinkling Stars??  Pd)),1/5/2011,42.7675,-78.7441667,7200
Harrisburg,PA,Circle,240,Possible Ufo Sighting,11/21/2010,40.2736111,-76.8847222,240
Euclid,OH,Circle,180,2 Objects Blinking Red And White Disappeared Into The Sky After Hovering Around Sky For 3 Minutes.( Over Lake Erie,11/21/2010,41.5930556,-81.5269444,180
Starr,SC,Formation,600,Strange Orange Lights In The Night Sky,11/21/2010,34.3769444,-82.6958333,600
Greenwich,CT,Light,240,Star Like Objects During Clear Day Light In Formation.,11/21/2010,41.0263889,-73.6288889,240
North Charleston,SC,Light,180,Object(S) Visible 3 Times At Same Place In The Sky At During Day In Chas Sc,7/4/2012,32.8544444,-79.975,180
Springfield,VA,Cigar,15,Metalic Cigar Shaped Object Sighted During Lull In A Storm In Springfield Va,11/21/2010,38.7891667,-77.1875,15
Bridgeport,CT,Light,600,Saw A Light In The Sky Fading In And Out Over Bridgeport Ct.,11/21/2010,41.1669444,-73.2052778,600
Clackamas,OR,Triangle,120,Triangular Ufo Sighting In Oregon 10-10-10,11/21/2010,45.4077778,-122.5691667,120
San Angelo,TX,Oval,60,I Was Coming Back From The Grocery Store Around 8:30 Pm When I Noticed A Large Orange Glowing Object In The Sky Above My Neighbors Hous,11/21/2010,31.4636111,-100.4366667,60
Windsor,CT,Fireball,5,Bus Sized Fireball Object Over 91 About 3-400 Ft Up Going About 150 Mph At A Downward 20 Degree Angle.,5/2/2014,41.8525,-72.6441667,5
Sterling,IL,Cylinder,600,It Had Rows Of White Lights With Red Lights Pulsating In Between Them,11/21/2010,41.7886111,-89.6961111,600
Everett,WA,Other,30,Crown Shaped Object With Two Orange Lights Over Everett Wa,11/21/2010,47.9791667,-122.2008333,30
Kykotsmovi,AZ,Disk,7200,We Saw  What Seem To Be A Space Craft In The Eastern Sky Of Northern Az On 10-10-10.,1/31/2011,35.8752778,-110.6197222,7200
Albany,NY,Circle,10,Circle Of Light Suny Albany.,8/30/2013,42.6525,-73.7566667,10
Garden Grove,CA,Egg,7200,Blue Light In Garden Grove,11/21/2010,33.7738889,-117.9405556,7200
Miami,FL,Changing,1200,Bright Lights Hovering And Going In And Out Of Orchestrated Formations,11/21/2010,25.7738889,-80.1938889,1200
Troy,NY,Triangle,7200,Red Green  Orange Blinking Triangle Formation.  ((Nuforc Note:  Probable Sighting Of A Twinkling Star Possibly Sirius.  Pd)),10/10/2011,42.7283333,-73.6922222,7200
Farmington,NM,Circle,300,Single Reddish Circle  In The Sky That Wasnt Jet Nor Satelitte,8/30/2013,36.7280556,-108.2180556,300
Prescott Valley,AZ,Other,300,Craft Boomerang Shape.2:00Am Duration Hours.  ((Nuforc Note:  Probable Sighting Of A Twinkling Star Possibly Sirius.  Pd)),10/10/2011,34.61,-112.315,300
Ashville,NY,Circle,60,Amber Object In Night Sky During Full Moon Or The Day Before Full Moon,10/19/2011,42.0963889,-79.3758333,60
North Kingstown,RI,Oval,40,Bright Oval Object In Sky,10/25/2011,41.55,-71.4666667,40
Groton,CT,Disk,5,Small Shiny Object Seen In Sky While Driving On Clear Day Looked Back For A 3Rd Time And It Was Gone.,10/10/2011,41.35,-72.0788889,5
Mechanicsville,VA,Light,300,Three Orange Lights Flying In Unison,10/19/2011,37.6086111,-77.3736111,300
Middletown,CT,Fireball,1200,Fireball Spinning Orange Ufo,10/19/2011,41.5622222,-72.6511111,1200
Lakewood,OH,Fireball,60,Orange Light Flies Overhead And Turns Black As It Passed Silently.,12/12/2011,41.4819444,-81.7983333,60
York,PA,Circle,15,Bright Lit Orb Speeds Across S.central Pa. Sky Making No Sound Then Disappears,10/19/2011,39.9625,-76.7280556,15
North Platte,NE,Circle,3,Object Over North Platte Nebraska,12/12/2011,41.1238889,-100.765,3
Waynesville,OH,Triangle,90,Flying Triangle By Waynesville Ohio,10/19/2011,39.5297222,-84.0866667,90
Bridgeport,CT,Circle,630,A Bright Light That Is A Ufo,10/30/2012,41.1669444,-73.2052778,630
San Diego,CA,Sphere,240,Single White Light Or Craft Passed Over And Very Close To A Commercial Jet.  ((Nuforc Note:  Possibly The Iss?  Pd)),10/30/2012,32.7152778,-117.1563889,240
Sterling Heights,MI,Oval,120,A Black Unknown Craft Is Seen In The Sky Over Sterling Hts. Michigan,10/30/2012,42.5802778,-83.0302778,120
Syracuse,NY,Light,900,Went To Move My Car To The Other Side Of The Road In The City Of Syracuse.  Saw Low Flying Lights Moving East Towards Dowtown.,10/30/2012,43.0480556,-76.1477778,900
Syracuse,NY,Circle,240,Bright Orange Circles Going Thru The Sky In The Same Direction. Some Were Closer To Each Other.,10/30/2012,43.0480556,-76.1477778,240
Colorado Springs,CO,Light,20,Bright Zig Zagging Light In The Sky Above Norad.,10/30/2012,38.8338889,-104.8208333,20
Moundville,AL,Changing,240,Orange Fiery Lighting Objects Changing Locations.,10/30/2012,32.9975,-87.63,240
New York City (Bronx),NY,Disk,1800,A Cloaked Disk Hovered Three Hundred Feet Above Two Apartment Buildings In The Bronx For Aproximately Thirty Minutes.,10/30/2012,40.7141667,-74.0063889,1800
Las Cruces,NM,Fireball,120,4 Fireballs In Sky Side By Side,10/30/2012,32.3122222,-106.7777778,120
Marion,IL,Light,240,I Was Leaving My Friends House To Go Home.  My Friend And Her 3 1/2 Year Old Daughter Walked Me To Her Front Door When She Noticed All,10/30/2012,37.7305556,-88.9330556,240
San Jose,CA,Other,6,Possible Alien/Humanoid Seen Running Into Hills,10/30/2012,37.3394444,-121.8938889,6
Phoenix,AZ,Sphere,300,18 Glowing Ufos Seen Over Phoenix  Az Tonight 10/12/12 8:45Pm,10/30/2012,33.4483333,-112.0733333,300
Yakima,WA,Light,240,Noticed Light In The N.e. Section Of The Sky About 30 Deg. Up That Did Not Move. About The Size Of Venus.  ((Nuforc Note:  Capella?  Pd,10/30/2012,46.6022222,-120.5047222,240
Austin,TX,Changing,1200,Spheres Of Light Seen Over The West Campus Area Of Austin Which Then Broke Apart And Sped Off In Different Directions.,12/20/2012,30.2669444,-97.7427778,1200
Bean Station,TN,Cigar,180,Large Cigar Shaped Flying About 800 Feet High.  Huge Square Engines On Back.,10/30/2012,36.3436111,-83.2841667,180
Rochester,WA,Light,600,Fleet Of Red Ufos Emerging From Mt. Rainier.,11/19/2012,46.8219444,-123.095,600
Suffern,NY,Cylinder,20,Ufo Over Suffern Ny,10/30/2012,41.1147222,-74.15,20
Rancho Mirage,CA,Rectangle,5,Flying Red Object Over Rancho Mirage Ca,10/30/2012,33.7397222,-116.4119444,5
Palm Harbor,FL,Chevron,5,Tracking North To South At Apx 2500 Ft. A Very Fast Semi-Transparent Chevron Shape Craft Slightly Larger Than A Commercial Plane.,10/14/2013,28.0777778,-82.7638889,5
St. Louis County,MO,Light,10800,Hovering Bright Object Moving Slowly Around St. Louis.,10/23/2013,38.6272222,-90.1977778,10800
Rittman,OH,Light,60,Fast Moving White Light.,10/14/2013,40.9780556,-81.7822222,60
Essex Junction,VT,Light,120,Noiseless Low Flying White Bright Constant Light.,10/14/2013,44.4905556,-73.1113889,120
Kenner,LA,Circle,600,2 Circle Lights Moving Erratically Over Kenner La.,10/14/2013,29.9938889,-90.2416667,600
Drexel,OH,Circle,300,Yellow/Orange Sphere/Circle That Flew Across Night Sky Slow Speeds Then Simply Vanished  Had No Blinking Lights Was Not An Airplane,10/14/2013,39.7463889,-84.2866667,300
Hudson,NH,Light,5,White Orb Above The Clouds Moving Very Fast No Flashing Lights Zoomed Across The Sky And Disappeared Out Of Sight.,10/14/2013,42.7647222,-71.4402778,5
Grand Blanc,MI,Light,1200,3 Bright Lights Holding A Vertical Position Over Central Michigan Usa.,10/14/2013,42.9275,-83.63,1200
Savage,MN,Circle,60,I Saw A Sphere Shaped Object Flying East To West Moving Faster Than Any Conventional Aircraft Was White To Orange In Color As It Reache,10/14/2013,44.7791667,-93.3361111,60
Warren,MI,Sphere,45,Three Glowing Reddish-Orange Spheres Changing To White Lights,10/14/2013,42.4775,-83.0277778,45
Canton,MI,Triangle,180,Black Triangle Aircraft With White Lights On Each Point Completely Silent Seen Flying Low Sw To Ne.,10/14/2013,42.3086111,-83.4822222,180
Lost Creek,WV,Triangle,45,Small Triangle With 3 Lights Floating Low Over A Field Then Slowly Flying Away.,10/14/2013,39.1611111,-80.3522222,45
Hudson,NH,Light,1,Very White Bright Light Moving Fast Inside Clouds.,10/14/2013,42.7647222,-71.4402778,1
Jupiter,FL,Egg,14400,Egg-Shaped Object Emits Light Ray And People Lose 4 Hours,7/11/2000,26.9338889,-80.0944444,14400
Brighton,MI,Circle,300,Round Revolving Lights Reflecting On The Fog,10/28/2002,42.5294444,-83.7802778,300
Minnetonka,MN,Light,30,White Light Moves West To East Suddenly Stops Then Moves South At A High Rate Of Speed.,10/14/2013,44.9133333,-93.5030556,30
Otto,MO,Fireball,60,Bright Blue Ball Of Light.,8/19/2000,38.3708333,-90.5002778,60
Kewanee,IL,Sphere,180,Hbccufo Canadian Report:  Large Glowing Sphere Was Positioned Almost Directly Overhead.,10/15/2003,41.2455556,-89.9247222,180
Kewanee,IL,Sphere,300,Reddish-Orange Sphere Seen Outside Kewanee Il,7/26/2002,41.2455556,-89.9247222,300
Albuquerque,NM,Sphere,900,Six Spheres Of Light Move Into My Vision Over The 92 Albuquerque Balloon Fiestathen Vanish Straight Up.,3/6/2001,35.0844444,-106.6505556,900
Jackson,NJ,Triangle,300,Triangle Ufo In Jackson Nj  Countyline 526   Over The Old Fire Station Next To The Trailer Park,1/29/2002,39.7763889,-74.8627778,300
Riverside,CA,Chevron,4,Double White Lights In Chevron Shape Flying North To South About The Size Of The Constellation Of The Pleades Covered Half The Sky In,1/28/1999,33.9533333,-117.3952778,4
New York City (Brooklyn),NY,,720,Young Man Mother Witness Watch Strange Red Obj. 45 Deg. Above Horizon W/ Binocular.  Obj. Suddenly Fades Disappears From Sight.,11/2/1999,40.7141667,-74.0063889,720
Huntington,WV,,120,Young Man  Grandfather See A Large Orange Round Or Oval Obj. Move Along Horizon Very Fast Hover Move Erratically.  Bizarre,11/2/1999,38.4191667,-82.4452778,120
Damascus,VA,Light,60,1996 Sighting In Damascus Va. While Camping In The Cherokee National Forest.,9/24/2003,36.6336111,-81.7838889,60
Montara,CA,Other,3600,Boomerang Shaped Lit Up At The Neds And Center Of The Boomerang.,11/1/1998,37.5422222,-122.515,3600
Vega Baja (Puerto Rico),PR,Cigar,120,I Went Out And Saw This Cigar Shaped Object High Above About Where The Sun Would Be At 12 Oclock. I Stared At It Trying To Identify,11/1/1998,18.4463889,-66.3880556,120
Mount Carmel,TN,Light,10,Bright Shiny Object Splits In Two And Disappears Above Horizon.,11/1/1998,36.5452778,-82.6611111,10
Highland,IN,Sphere,14400,Spherical.  Red Yellow And Green Lights.  Below Clouds Yet Very High Up.,11/1/1998,39.7944444,-87.3958333,14400
Bar Harbor (Bar Island Crossover),ME,Sphere,30,My Friend Steven And I Were Crossing Over To Bar Island At Low Tide When We Witnesses A Green Spherical Object Crossing The Sky At A Gr,11/1/1998,44.3875,-68.2044444,30
Elk Grove,CA,Fireball,4,Greenish Blue Fireball Streaking Across Horizon,11/1/1998,38.4088889,-121.3705556,4
Montgomery,AL,Light,180,Bright Light Coming From Back Yard And A Surreal Sensation Of Forboding.,3/21/2003,32.3666667,-86.3,180
Los Angeles,CA,Light,300,It Was A Large Bright Light Sitting Stationary In The Sky. Within Our Atmosphere. Not A Star. It Did Not Move Or Change Shape And Was T,10/19/1999,34.0522222,-118.2427778,300
Three Rivers,MI,Oval,600,While Dirving To Work This Monday Morning The 11Th Of October I Spotted Two Jets Flying Toward The Horizion. Becouse Of The Rising Sun,10/19/1999,41.9438889,-85.6325,600
Canby,OR,Light,10,I Saw Bright Light Come Out Of Clouds 2 Aircraft Came From Behind And Appeared To Shot At The Light Light Went Back Into The Clouds,10/19/1999,45.2630556,-122.6913889,10
Portville,NY,Oval,30,The Object Was Just Below The Tree Line. The Object Was Light Up By A Yellowish Light With Blue Lights.you Could See The Windows In It,10/19/1999,42.0386111,-78.3411111,30
Portville,NY,Oval,30,Was Oval Shaped Had Different Colored Lights All The Way Around The Center Of The Object. The Top Was Yellowish With Windows With Light,10/19/1999,42.0386111,-78.3411111,30
Portville,NY,Oval,60,It Was A Beautiful Oval Shaped Object That Had Huge Windows Lite With Every Color You Can Imagine.  We Saw This Object To The Left Of T,10/19/1999,42.0386111,-78.3411111,60
Portville,NY,Oval,60,Oval Shaped With Colorful Lights All Around With Huge Windows Lite Up Very Colorful Most Beautiful Thing In The Sky. In Valley Area It,10/19/1999,42.0386111,-78.3411111,60
Kirbyville (Due South Of),MO,Other,5400,About 2030 Cst I Noticed What Apeared To Be A Tumbler A Flashing Satellite. After Observing For Approx.10 Min. I Realized That The Ob,10/19/1999,36.6230556,-93.1638889,5400
Winnemucca,NV,Cigar,2,Oblong Extremely Large And  Bright Object In Sky Going Behind Mountains. Object Much Larger Than A Meteorite.,10/19/1999,40.9730556,-117.7347222,2
Ashland,OR,Triangle,45,I Was Looking Into The Sky Towards The High East Watching What Appeared To Be A Passenger Jet Cross The Sky When My Periphial Vision Ca,10/19/1999,42.1947222,-122.7083333,45
Augusta,KS,Light,600,Object Was At 45 Degrees Above Southern Horizon. Being Stationary For 5 Mins. And Then Executed Some Right Angle Maneuvers. Focal Dista,11/9/1999,37.6866667,-96.9763889,600
Montgomery,TX,Light,3600,Pinpoint Of Light Travelled From East To West Breifly Then Hovered For About An Hour Then Disappeared.,10/19/1999,30.3880556,-95.6961111,3600
Eureka Springs,AR,Light,900,Bright Light Due South Traveling East Extremely Slowly. Bright Flash Given Off From Object Every 10 Seconds With A Dim Flash Every 3,11/2/1999,36.4011111,-93.7377778,900
Addison (I-355 And Us 20 (Lake St.),IL,Disk,600,Saucer Shaped Objectwith Rows Of Red Lights On Bottom Side; One White Lighttop And Bottom,11/9/1999,41.9316667,-87.9888889,600
Watertown,NY,Light,30,Was Looking At The Near Full Moon With Binoculars When A Very Bright Round Light Appeared To The Left Of The Moon. At Arms Lenght It Wa,12/2/2000,43.9747222,-75.9111111,30
Elverta,CA,Light,30,White Starlike Lights In Sky That Blink Red And Blue And Move Erratically Over Sacramento Region.,12/2/2000,38.7138889,-121.4616667,30
Whittier,CA,Light,1500,Ufo Encounter Less Than 300 Feet,12/12/2011,33.9791667,-118.0319444,1500
Somerset,WI,Light,10800,My Brother And I Went Outside To Have A Smoke And Then Noticed A Moving Multicolored Light In The Sky....,11/20/2001,45.1244444,-92.6733333,10800
Fairbanks,AK,Other,1800,It Looked Like A Star But It Would Move And After A Few Seconds A Red Aura Would Appear Around It And Emit Objects.,10/12/2001,64.8377778,-147.7163889,1800
Denver,CO,Light,900,Odd Lights In Colorado Sky,10/12/2001,39.7391667,-104.9841667,900
Columbia,MS,Teardrop,300,Short Vapotr Looking Teardropped Object Always Beside The Sunnoticed From 10/11-10/26/01,11/20/2001,31.2516667,-89.8375,300
Grass Valley,CA,Triangle,60,Three Bright White Lights In A Row In The Sky.,10/12/2001,39.2191667,-121.06,60
Lima,OH,Teardrop,300,We Saw Three Teardroped Shaped Crafts With Slowy Flashing Lights Moving Very Slow Then Taking Off Very Rapidly.,10/12/2001,40.7425,-84.1052778,300
Springfield,MO,Fireball,6,Bright Green Triangular Object Throwing Sparks Traveling Extremely Fast,10/15/2002,37.2152778,-93.2980556,6
Reno,NV,Sphere,600,A Small White Sphere Which Stopped Hovered For 5 Minutes Then Took Off And Disapeared.,10/15/2002,39.5297222,-119.8127778,600
Randolph,MA,Cylinder,300,Daylight Sighting Of High Altitude Light,11/4/2002,42.1625,-71.0416667,300
Dallas,TX,Fireball,3,Meteor Lights Up The Skies Over Dallas Crashes Somehere To The South.,10/28/2002,32.7833333,-96.8,3
San Diego,CA,,172800,Lost Two Days Awaken To Power Out Tv Fried And Blood From Ear.disoriented,10/31/2003,32.7152778,-117.1563889,172800
Austin,MN,Circle,5,The Two White Round Objects Flew Synchonized Side By Side And Eventually Veered Off Made Half A Circle And Merged And Re-Entered Space,10/15/2003,43.6666667,-92.9744444,5
New York City (Manhattan),NY,Egg,120,Object  Discharged Another Flew At First Low Then Went Higher Hovered Around Empire State Building,4/16/2005,40.7141667,-74.0063889,120
Truckee,CA,Sphere,3,Round Very Light Blue Object Goes Behind A Small Mountain,10/15/2003,39.3280556,-120.1822222,3
Newaygo,MI,Circle,40,Two Fuzzy Disks Chaseing Each Other.,11/26/2003,43.4197222,-85.8,40
Placerville,CA,Light,600,Unverified Pair Of Bold Star Lights Diminishing In Perfect Unison.,10/31/2003,38.7297222,-120.7975,600
Frederick,CO,Unknown,10,Large Flash Outside The House Rattling The Windows With A Low Hum.,10/15/2003,40.0991667,-104.9366667,10
Bloomington,IN,Disk,180,Saucer Shaped Craft With Kaleidoscope Lights.,10/15/2003,39.1652778,-86.5263889,180
Independence,MO,Chevron,600,Ufo With Black Exhaust Sighted In Independence Mo Oct. 11 2003,11/8/2003,39.0911111,-94.4152778,600
Honolulu,HI,Triangle,3,3 Trangular Ufos Were Spotted In A Triangle Formation For 3 Seconds.,10/27/2004,21.3069444,-157.8583333,3
Los Angeles,CA,Rectangle,20,Large Rectangular Pale Green-Blue Object Spotted At Approx. 2:37 Am 10/11/04 Moving East Over The San Fernando Valley.,10/27/2004,34.0522222,-118.2427778,20
Dallas,OR,Light,20,Very Intense Light Shone Through Covered Windows Absolutely No Sound Felt Presence Before Observing.,10/27/2004,44.9194444,-123.3158333,20
Pitman,NJ,Other,7200,Star-Like Light That Bobbled Side To Side And Up And Down  ((Nuforc Note:  We Suspect Venus.  Pd)),10/27/2004,39.7327778,-75.1319444,7200
San Jose,CA,Light,15,Light Traveling At Very High Rate Of Speed Across The Morning Sky.,10/27/2004,37.3394444,-121.8938889,15
Salinas,CA,Formation,2700,Large Formation Of Ufos Seen Over South Salinas Ca On Oct. 11 2004 In Broad Daylight.,10/27/2004,36.6777778,-121.6544444,2700
Arroyo Grande,CA,Circle,60,Observed Angel Hair Type Ufo,12/14/2004,35.1186111,-120.5897222,60
Fresno,CA,Rectangle,120,Rectangle Over Fresno California.,11/11/2013,36.7477778,-119.7713889,120
Laredo,TX,Fireball,1351,Large Flaming Tail And Eratic Movement - Sudden Change Of Direction,12/3/2004,27.5061111,-99.5072222,1351
Lake Worth,FL,Formation,7200,Multiple Formations Viewed By Three Witnesses.,10/27/2004,26.6155556,-80.0572222,7200
Williamsville,NY,Light,540,Hovering Light Seen Over Williamsville Ny,10/27/2004,42.9638889,-78.7380556,540
Holiday,FL,Light,180,Light Dancing Over Holliday Florda,10/20/2005,28.1875,-82.7397222,180
Eagan,MN,Circle,7200,((Nuforc Note:  Possible Star.  Pd))  Bright Colorfull Glowing Ball.,10/11/2005,44.8041667,-93.1666667,7200
Lake Point,UT,Light,720,Lights Near  Lake Point/Grantsville Ut,10/20/2005,40.6808333,-112.2622222,720
Peoria,AZ,Light,5400,Formation Of Amber Lights Over Tolleson Az That Flickered Off And On For About 90 Minutes.,10/20/2005,33.5805556,-112.2366667,5400
Buckeye,AZ,Formation,1800,Two Different Multi-Light Configurations That Changed Position And Appeared Low In The Sky South Of Buckeye Arizona,10/20/2005,33.3702778,-112.5830556,1800
Casa Grande,AZ,Light,1800,Amber Lights Over I-10 Near Casa Grande Az.,10/20/2005,32.8794444,-111.7566667,1800
Tempe,AZ,Triangle,3,3 Light Triangle Stayed Perfectly Still And Then Shot Off Fter 3 Seconds Of Stillness.,10/20/2005,33.4147222,-111.9086111,3
Mobile,AL,Light,1800,((Nuforc Note:  Possible Sighting Of Mars.  Pd))  Massive Brilliant White Light That Just Hung In The Southern Sky.,10/20/2005,30.6941667,-88.0430556,1800
Little Ferry,NJ,Oval,300,Oval Sahped  The Whole Thing Was Lit Up With A Very Bright White Light Huvered Over The Treesdisappeared,12/16/2005,40.8527778,-74.0425,300
Wall Lake,IA,Light,10,Strange Shit In The Sky In Sac County Iowa.,10/20/2005,42.2711111,-95.0927778,10
Nashville,TN,Disk,13,Circle Shaped Solid White Object Flying Through Clouds.,10/30/2006,36.1658333,-86.7844444,13
